orderid,customerid,marketplaceid,orderno,unitsperorder,nooflineitems,date,ordertotal,shippingcost,carrier,shipmentweight
2920,3149,1,QQs-12740,2,2,2/22/2024,94.98,6.05,UPS by ShipStation,72
2921,2136,1,QQs-12741,4,4,2/22/2024,131.07,10.08,FedEx,72
2922,1924,1,QQs-12742,1,1,2/22/2024,103.27,6.26,UPS by ShipStation,112
2923,1426,1,QQs-12743,1,1,2/22/2024,12.95,5.45,Stamps.com,12
2924,3552,1,QQs-12744,6,1,2/22/2024,222.54,12.91,FedEx,168
2925,3553,1,QQs-12745,2,1,2/22/2024,201.08,19.09,FedEx,128
2926,2813,1,QQs-12746,1,1,2/23/2024,59.79,10.08,FedEx,60
2927,1561,1,QQs-12747,3,1,2/23/2024,50.76,6.77,Stamps.com,48
2928,981,1,QQs-12748,1,1,2/23/2024,20.89,6.33,Stamps.com,15
2929,3460,1,QQs-12749,2,2,2/23/2024,27.49,8.74,Stamps.com,23
2930,232,1,QQs-1275,3,2,7/26/2020,136.47,7.65,FedEx,76
2931,1139,1,QQs-12750,35,3,2/24/2024,671.55,12.62,FedEx,576
2932,3554,1,QQs-12751,2,2,2/24/2024,44.86,10.08,FedEx,48
2933,2899,1,QQs-12752,1,1,2/24/2024,24.69,6.91,Stamps.com,28
2934,1625,1,QQs-12754,2,2,2/24/2024,54.18,10.08,FedEx,40
2935,3551,1,QQs-12755,3,3,2/25/2024,31.18,7.77,FedEx,29
2936,1361,1,QQs-12756,2,2,2/25/2024,258.38,15.6,UPS by ShipStation,350
2937,627,1,QQs-12757,3,1,2/25/2024,27.03,6.13,UPS by ShipStation,14
2938,3555,1,QQs-12758,3,3,2/25/2024,380.87,22.15,FedEx,384
2939,2102,1,QQs-12760,1,1,2/25/2024,98.79,10.43,FedEx,120
2940,1777,1,QQs-12761,1,1,2/26/2024,25.69,6.91,Stamps.com,32
2941,2794,1,QQs-12762,6,4,2/26/2024,123.87,16.25,UPS by ShipStation,144
2942,886,1,QQs-12763,1,1,2/26/2024,79.79,5.86,UPS by ShipStation,64
2943,2011,1,QQs-12764,1,1,2/26/2024,17.09,7.15,Stamps.com,15
2944,3556,1,QQs-12765,3,3,2/26/2024,43.78,8.74,Stamps.com,32
2945,2422,1,QQs-12766,1,1,2/26/2024,350.79,25.53,FedEx,328
2946,3557,1,QQs-12767,2,2,2/26/2024,51.29,7.77,FedEx,48
2947,2974,1,QQs-12768,1,1,2/26/2024,25.69,6.91,Stamps.com,26
2948,3498,1,QQs-12769,3,3,2/26/2024,29.07,5.96,UPS by ShipStation,13
2949,233,1,QQs-1277,1,1,7/27/2020,23.49,6.99,FedEx,7.5
2950,3558,1,QQs-12770,5,5,2/27/2024,58.95,7.77,FedEx,44.5
2951,2899,1,QQs-12771,1,1,2/27/2024,28.49,6.91,Stamps.com,26
2952,3078,1,QQs-12772,2,2,2/27/2024,31.39,6.91,Stamps.com,30
2953,2521,1,QQs-12773,13,9,2/27/2024,1220.28,47.97,FedEx,1616
2954,2224,1,QQs-12774,6,4,2/27/2024,131.93,10.2,FedEx,106
2955,3214,1,QQs-12775,1,1,2/27/2024,37.59,8.74,Stamps.com,36
2956,3560,1,QQs-12776,3,3,2/27/2024,101.02,10.08,FedEx,80
2957,143,1,QQs-12777,30,2,2/27/2024,764.01,11.34,FedEx,656
2958,1636,1,QQs-12778,2,2,2/27/2024,64.58,6.09,UPS by ShipStation,70
2959,3559,1,QQs-12779,3,3,2/27/2024,80.57,5.86,UPS by ShipStation,60
2960,234,1,QQs-1278,1,1,7/27/2020,26.99,6.95,FedEx,18
2961,265,1,QQs-12781,2,2,2/27/2024,189.98,13.41,FedEx,192
2962,1872,1,QQs-12782,1,1,2/27/2024,24.69,9.3,Stamps.com,30
2963,1308,1,QQs-12783,8,5,2/27/2024,619.49,27,FedEx,528
2964,1308,1,QQs-12784,4,2,2/27/2024,333.57,23.78,FedEx,416
2965,1308,1,QQs-12785,5,3,2/27/2024,701.04,56.46,FedEx,1056
2966,3142,1,QQs-12786,1,1,2/27/2024,18.09,5.8,Stamps.com,14
2967,2679,1,QQs-12788,1,1,2/28/2024,99,10.08,FedEx,90
2968,1898,1,QQs-12789,8,5,2/28/2024,946.42,32.42,FedEx,720
2969,236,1,QQs-1279,1,1,7/27/2020,25.99,5.7,Stamps.com,15.9
2970,2633,1,QQs-12790,1,1,2/28/2024,220,7.61,UPS by ShipStation,124
2971,2633,1,QQs-12791,1,1,2/28/2024,220,7.61,UPS by ShipStation,124
2972,3561,1,QQs-12792,1,1,2/28/2024,7.89,3.84,Stamps.com,4
2973,1561,1,QQs-12793,2,2,2/29/2024,147.08,7.4,UPS by ShipStation,124
2974,3562,1,QQs-12794,1,1,2/29/2024,27.35,7.77,FedEx,18
2975,3563,1,QQs-12795,2,2,2/29/2024,71.75,10.08,FedEx,64
2976,3564,1,QQs-12796,1,1,2/29/2024,7.79,4.19,Stamps.com,4
2977,3565,1,QQs-12797,1,1,2/29/2024,53.19,10.08,FedEx,41
2978,263,1,QQs-12798,3,3,2/29/2024,33.18,7.99,Stamps.com,20
2979,2305,1,QQs-12799,1,1,3/1/2024,75.89,10.2,FedEx,74
2980,235,1,QQs-1280,2,1,7/27/2020,71.78,7.62,FedEx,86
2981,3566,1,QQs-12800,1,1,3/1/2024,68.39,10.08,FedEx,56
2982,2585,1,QQs-12801,2,2,3/1/2024,180.11,12.91,FedEx,170
2983,71,1,QQs-12802,1,1,3/1/2024,18.09,5.15,Stamps.com,12
2984,1410,1,QQs-12803,4,1,3/1/2024,334.28,15.73,Stamps.com,298
2985,3137,1,QQs-12804,4,3,3/1/2024,121.17,10.27,FedEx,122
2986,262,1,QQs-12805,3,1,3/1/2024,137.79,10.2,FedEx,106
2987,809,1,QQs-12806,2,2,3/1/2024,49.34,5.86,UPS by ShipStation,54
2988,3567,1,QQs-12807,1,1,3/1/2024,8.59,4.38,Stamps.com,8
2989,3048,1,QQs-12808,1,1,3/1/2024,47.59,5.86,UPS by ShipStation,40
2990,2316,1,QQs-12809,2,2,3/1/2024,9.49,4.68,Stamps.com,6
2991,93,1,QQs-1281,2,2,7/27/2020,38.28,7.62,FedEx,21
2992,3512,1,QQs-12810,3,2,3/2/2024,39.08,5.74,UPS by ShipStation,26
2993,2255,1,QQs-12811,4,3,3/3/2024,265.87,48.7,Stamps.com,272
2994,2348,1,QQs-12812,5,4,3/3/2024,584.19,12.07,FedEx,736
2995,2772,1,QQs-12813,4,3,3/4/2024,154.87,12.35,FedEx,144
2996,1609,1,QQs-12814,1,1,3/4/2024,81.19,7.05,UPS by ShipStation,70
2997,3491,1,QQs-12815,1,1,3/4/2024,87.59,10.08,FedEx,80
2998,3568,1,QQs-12816,4,4,3/4/2024,39.46,7.77,FedEx,28
2999,391,1,QQs-12817,6,3,3/4/2024,324.09,16.14,FedEx,406
3000,3569,1,QQs-12818,2,2,3/4/2024,20.98,6.33,Stamps.com,15
3001,2385,1,QQs-12819,1,1,3/4/2024,31.02,5.86,UPS by ShipStation,34
3002,238,1,QQs-1282,1,1,7/28/2020,86.59,7.62,FedEx,89
3003,3485,1,QQs-12820,1,1,3/4/2024,58.15,6.09,UPS by ShipStation,70
3004,3570,1,QQs-12821,1,1,3/4/2024,19.99,6.09,Stamps.com,15
3005,2074,1,QQs-12822,4,4,3/4/2024,57.56,7.77,FedEx,40
3006,3252,1,QQs-12823,4,3,3/5/2024,164.17,21.85,Stamps.com,136
3007,854,1,QQs-12824,1,1,3/5/2024,169.5,10.2,FedEx,208
3008,1305,1,QQs-12825,2,1,3/5/2024,66.38,10.08,FedEx,70
3009,3149,1,QQs-12826,1,1,3/5/2024,37.99,5.74,UPS by ShipStation,32
3010,3571,1,QQs-12827,3,3,3/5/2024,87.37,10.08,FedEx,61
3011,3572,1,QQs-12828,3,3,3/5/2024,73.66,8.82,Stamps.com,96
3012,3519,1,QQs-12829,2,2,3/5/2024,33.9,10.08,FedEx,57
3013,237,1,QQs-1283,1,1,7/28/2020,63.39,7.62,FedEx,49
3014,2544,1,QQs-12830,3,3,3/6/2024,14.2,4.68,Stamps.com,8
3015,3420,1,QQs-12831,1,1,3/6/2024,14.29,4.55,Stamps.com,6
3016,3573,1,QQs-12832,2,2,3/6/2024,25.18,7.77,FedEx,21
3017,1894,1,QQs-12833,2,2,3/6/2024,42.7,8.74,Stamps.com,39
3018,3574,1,QQs-12835,2,2,3/6/2024,136.79,10.2,FedEx,224
3019,3064,1,QQs-12836,3,3,3/6/2024,297.57,10.2,FedEx,320
3020,2523,1,QQs-12837,6,4,3/6/2024,854.71,22.84,FedEx,784
3021,3575,1,QQs-12838,1,1,3/6/2024,12.73,4.31,Stamps.com,8
3022,1944,1,QQs-12839,1,1,3/6/2024,19.99,6.16,Stamps.com,15
3023,239,1,QQs-1284,2,2,7/28/2020,41.34,7.62,FedEx,22.5
3024,364,1,QQs-12840,7,2,3/6/2024,284.41,13,UPS by ShipStation,160
3025,1515,1,QQs-12841,6,1,3/6/2024,360.42,15.9,FedEx,272
3026,434,1,QQs-12843,2,2,3/6/2024,24.69,7.77,FedEx,24
3027,3576,1,QQs-12845,3,2,3/7/2024,34.31,7.77,FedEx,22
3028,3577,1,QQs-12846,1,1,3/7/2024,35.07,0.64,Stamps.com,1
3029,1571,1,QQs-12847,7,6,3/7/2024,453.23,17.53,UPS,304
3030,2203,1,QQs-12848,3,3,3/7/2024,434.67,33.32,FedEx,688
3031,3080,1,QQs-12849,2,2,3/7/2024,37.98,8.74,Stamps.com,36
3032,240,1,QQs-1285,9,2,7/28/2020,696.16,2.74,Stamps.com,3
3033,436,1,QQs-12850,2,2,3/7/2024,111.19,10.2,FedEx,144
3034,2467,1,QQs-12851,15,15,3/7/2024,343.52,15.26,FedEx,376
3035,3180,1,QQs-12852,2,2,3/7/2024,37.98,5.96,UPS by ShipStation,15.9
3036,1607,1,QQs-12853,1,1,3/7/2024,11.39,5.07,Stamps.com,10
3037,916,1,QQs-12854,6,6,3/7/2024,156.34,7.61,UPS by ShipStation,128
3038,1872,1,QQs-12855,1,1,3/7/2024,24.69,8.5,Stamps.com,24
3039,3536,1,QQs-12856,2,2,3/8/2024,174.78,7.65,UPS by ShipStation,144
3040,3115,1,QQs-12857,2,2,3/8/2024,119.74,7.61,UPS by ShipStation,112
3041,2110,1,QQs-12858,5,5,3/8/2024,108.88,13,UPS by ShipStation,140
3042,3578,1,QQs-12859,1,1,3/8/2024,98.49,6.09,UPS by ShipStation,88
3043,243,1,QQs-1286,2,1,7/28/2020,56.69,19.71,Express 1,12
3044,3517,1,QQs-12860,1,1,3/8/2024,21.89,8.5,Stamps.com,20
3045,2521,1,QQs-12861,4,3,3/8/2024,54.17,8.81,UPS by ShipStation,42
3046,3579,1,QQs-12862,1,1,3/9/2024,128.19,7.65,UPS by ShipStation,128
3047,3212,1,QQs-12863,1,1,3/9/2024,19.89,6.33,Stamps.com,15
3048,3521,1,QQs-12864,5,4,3/9/2024,148.15,11.02,FedEx,128
3049,708,1,QQs-12865,3,3,3/9/2024,33.18,7.77,FedEx,19
3050,2977,1,QQs-12866,2,2,3/10/2024,179.98,9.32,UPS by ShipStation,128
3051,1515,1,QQs-12867,2,1,3/10/2024,258.18,11.78,FedEx,176
3052,3404,1,QQs-12868,2,2,3/10/2024,136.79,11.61,UPS by ShipStation,160
3053,3580,1,QQs-12869,1,1,3/10/2024,24.69,7.77,FedEx,23
3054,242,1,QQs-1287,3,1,7/28/2020,261.07,8.76,UPS,160
3055,918,1,QQs-12870,2,1,3/10/2024,23.78,5.15,Stamps.com,12
3056,3581,1,QQs-12871,2,2,3/11/2024,354.59,10.2,FedEx,424
3057,3138,1,QQs-12872,8,7,3/11/2024,209.72,11.61,UPS by ShipStation,154
3058,3582,1,QQs-12873,3,3,3/11/2024,56.97,10.08,FedEx,42
3059,1561,1,QQs-12874,3,2,3/11/2024,215.37,7.61,UPS by ShipStation,168
3060,1647,1,QQs-12875,2,1,3/11/2024,172.78,7.65,UPS by ShipStation,104
3061,3539,1,QQs-12876,1,1,3/11/2024,42.39,10.08,FedEx,15
3062,2224,1,QQs-12878,16,11,3/11/2024,273.83,14.18,UPS,192
3063,3583,1,QQs-12879,1,1,3/11/2024,21.89,6.33,Stamps.com,15.5
3064,241,1,QQs-1288,2,2,7/28/2020,44.48,7.62,FedEx,32
3065,2867,1,QQs-12880,2,2,3/12/2024,94.39,7.09,Stamps.com,81
3066,2993,1,QQs-12881,2,1,3/12/2024,13253.52,701.92,FedEx,14688
3067,3584,1,QQs-12882,2,2,3/12/2024,71.18,7.77,FedEx,40
3068,427,1,QQs-12883,2,2,3/12/2024,314.54,12.03,FedEx,480
3069,739,1,QQs-12885,1,1,3/12/2024,72.5,10.08,FedEx,47
3070,3137,1,QQs-12886,3,2,3/13/2024,49.38,10.08,FedEx,60
3071,2715,1,QQs-12887,1,1,3/13/2024,62.09,7.77,FedEx,48
3072,3159,1,QQs-12888,7,2,3/13/2024,638.34,35.37,FedEx,848
3073,2610,1,QQs-12889,30,6,3/13/2024,557.7,15.58,FedEx,400
3074,221,1,QQs-1289,1,1,7/28/2020,11.49,3.67,Stamps.com,6
3075,3159,1,QQs-12890,2,2,3/13/2024,432.09,24.36,FedEx,680
3076,1397,1,QQs-12891,11,2,3/13/2024,1816.9,41.09,FedEx,1168
3077,739,1,QQs-12892,1,1,3/14/2024,149.99,10.08,FedEx,140
3078,2803,1,QQs-12893,20,1,3/14/2024,407,10.2,FedEx,288
3079,3119,1,QQs-12894,1,1,3/14/2024,79.79,10.08,FedEx,64
3080,747,1,QQs-12895,3,3,3/14/2024,182.38,10.2,FedEx,192
3081,3585,1,QQs-12896,1,1,3/14/2024,19.89,7.77,FedEx,20
3082,219,1,QQs-12897,2,1,3/14/2024,41.78,8.74,Stamps.com,30
3083,2933,1,QQs-12898,2,2,3/14/2024,27.49,6.62,UPS by ShipStation,24
3084,3511,1,QQs-12899,1,1,3/14/2024,12.39,5.32,Stamps.com,12
3085,245,1,QQs-1290,4,1,7/28/2020,299.16,17.16,UPS,208
3086,3435,1,QQs-12900,3,3,3/15/2024,56.98,7,Stamps.com,92
3087,1561,1,QQs-12901,5,4,3/15/2024,201.81,7.61,UPS by ShipStation,192
3088,2245,1,QQs-12902,2,2,3/15/2024,94.39,10.08,FedEx,72
3089,3095,1,QQs-12903,2,2,3/16/2024,197.58,11.09,FedEx,222
3090,2965,1,QQs-12904,1,1,3/16/2024,16.19,4.95,Stamps.com,10
3091,3586,1,QQs-12905,4,4,3/16/2024,406,25.53,FedEx,288
3092,3587,1,QQs-12906,1,1,3/16/2024,19.99,5.8,Stamps.com,14
3093,3588,1,QQs-12907,2,2,3/17/2024,29.48,6.16,Stamps.com,15
3094,2786,1,QQs-12908,3,1,3/17/2024,108.27,13.57,UPS by ShipStation,190
3095,1970,1,QQs-12909,2,2,3/17/2024,64.18,10.08,FedEx,60
3096,244,1,QQs-1291,2,2,7/28/2020,95.88,7.75,Express 1,68
3097,3512,1,QQs-12910,2,1,3/17/2024,43.43,5.86,UPS by ShipStation,26
3098,2981,1,QQs-12911,1,1,3/17/2024,162.49,17.5,FedEx,308
3099,564,1,QQs-12912,1,1,3/17/2024,87.59,10.08,FedEx,80
3100,2473,1,QQs-12913,5,1,3/17/2024,273.23,27.9,FedEx,122
3101,428,1,QQs-12914,2,2,3/18/2024,383.65,0.64,Stamps.com,1
3102,3589,1,QQs-12915,7,4,3/18/2024,119.94,10.36,FedEx,92
3103,3149,1,QQs-12916,1,1,3/18/2024,56.99,5.86,UPS by ShipStation,48
3104,3367,1,QQs-12917,1,1,3/18/2024,190.5,12.85,FedEx,272
3105,1568,1,QQs-12918,1,1,3/18/2024,41.36,6.67,UPS by ShipStation,31
3106,1996,1,QQs-12919,3,3,3/18/2024,101.68,10.42,Stamps.com,94
3107,246,1,QQs-1292,2,2,7/28/2020,24.78,6.95,FedEx,18.5
3108,477,1,QQs-12920,4,1,3/18/2024,116.36,10.2,FedEx,112
3109,608,1,QQs-12921,6,4,3/18/2024,242.25,19.31,FedEx,333
3110,248,1,QQs-12922,1,1,3/18/2024,106.39,10.2,FedEx,166
3111,1561,1,QQs-12923,2,1,3/18/2024,51.38,6.93,UPS by ShipStation,68
3112,2742,1,QQs-12924,9,8,3/18/2024,1034.72,64.87,FedEx,1328
3113,3590,1,QQs-12925,1,1,3/18/2024,23.79,7.77,FedEx,19
3114,3571,1,QQs-12926,1,1,3/18/2024,24.69,7.77,FedEx,17.9
3115,2337,1,QQs-12927,2,1,3/19/2024,66.38,10.08,FedEx,72
3116,3591,1,QQs-12929,2,2,3/19/2024,75.99,7.77,FedEx,47
3117,199,1,QQs-1293,2,2,7/29/2020,94.38,7.62,FedEx,63
3118,1583,1,QQs-12930,4,4,3/19/2024,137.88,10.2,FedEx,111
3119,3592,1,QQs-12932,2,2,3/19/2024,6.69,4.55,Stamps.com,6
3120,926,1,QQs-12933,1,1,3/19/2024,38.11,5.52,Stamps.com,14
3121,2140,1,QQs-12934,1,1,3/19/2024,75.99,10.08,FedEx,56
3122,3247,1,QQs-12935,2,2,3/19/2024,197.59,12.59,FedEx,272
3123,1116,1,QQs-12936,3,2,3/19/2024,69.9,8.74,Stamps.com,70
3124,3040,1,QQs-12937,1,1,3/19/2024,14.29,4.28,Stamps.com,7
3125,2348,1,QQs-12938,5,4,3/19/2024,584.19,32.54,UPS by ShipStation,768
3126,1993,1,QQs-12939,1,1,3/19/2024,39.51,8.74,Stamps.com,40
3127,247,1,QQs-1294,1,1,7/29/2020,88.07,7.65,FedEx,49
3128,3593,1,QQs-12940,2,2,3/20/2024,22.78,6.16,Stamps.com,16
3129,3444,1,QQs-12941,1,1,3/20/2024,28.47,7.99,Stamps.com,30
3130,1573,1,QQs-12942,5,5,3/20/2024,115.46,8.26,Stamps.com,101
3131,513,1,QQs-12943,2,2,3/20/2024,59.79,7.33,Stamps.com,75
3132,2196,1,QQs-12944,3,3,3/20/2024,62.64,7.63,Stamps.com,87
3133,3278,1,QQs-12945,1,1,3/20/2024,42.69,7.09,Stamps.com,56
3134,1410,1,QQs-12946,3,1,3/20/2024,216.53,12.08,Stamps.com,176
3135,1561,1,QQs-12947,1,1,3/20/2024,11.39,4.21,Stamps.com,7
3136,2491,1,QQs-12948,3,2,3/20/2024,92.17,10.08,FedEx,133
3137,72,1,QQs-1295,2,2,7/29/2020,22.98,4,Stamps.com,12
3138,2776,1,QQs-12950,3,3,3/21/2024,133.92,11.37,FedEx,144
3139,3594,1,QQs-12951,4,2,3/21/2024,73.36,8.74,Stamps.com,36
3140,3325,1,QQs-12952,14,13,3/21/2024,820.835,60.55,FedEx,1208
3141,235,1,QQs-12953,10,2,3/21/2024,519.65,21.29,FedEx,464
3142,1173,1,QQs-12954,1,1,3/22/2024,369.5,10.08,FedEx,104
3143,3595,1,QQs-12955,1,1,3/22/2024,19.99,7.77,FedEx,14
3144,1305,1,QQs-12956,2,1,3/22/2024,66.38,10.08,FedEx,68
3145,3596,1,QQs-12957,2,2,3/22/2024,108.29,7.33,Stamps.com,80
3146,3597,1,QQs-12958,4,4,3/22/2024,68.56,7.63,Stamps.com,96
3147,1571,1,QQs-12959,8,8,3/22/2024,577.22,19.46,UPS,400
3148,143,1,QQs-1296,3,2,7/29/2020,69.64,7.65,FedEx,50
3149,2974,1,QQs-12960,2,2,3/22/2024,45.68,6.9,UPS by ShipStation,40
3150,3598,1,QQs-12961,3,3,3/22/2024,108.3,14.38,Stamps.com,112
3151,3599,1,QQs-12962,4,3,3/22/2024,29.2,4.87,Stamps.com,12
3152,3120,1,QQs-12964,1,1,3/23/2024,24.82,5.52,Stamps.com,13
3153,3472,1,QQs-12965,1,1,3/23/2024,166.19,10.47,FedEx,208
3154,3600,1,QQs-12966,1,1,3/23/2024,160.39,7.61,UPS by ShipStation,138
3155,3601,1,QQs-12967,2,2,3/23/2024,10.49,5.07,Stamps.com,12
3156,3571,1,QQs-12968,2,1,3/23/2024,49.38,8.74,Stamps.com,28
3157,3420,1,QQs-12969,6,5,3/23/2024,119.64,16,Stamps.com,112
3158,252,1,QQs-1297,2,1,7/29/2020,18.38,3.97,Stamps.com,10
3159,3411,1,QQs-12970,2,2,3/23/2024,230.88,25.53,FedEx,240
3160,3285,1,QQs-12971,6,5,3/23/2024,151.18,11.02,FedEx,121
3161,765,1,QQs-12972,1,1,3/24/2024,86.87,8.81,UPS by ShipStation,64
3162,3434,1,QQs-12974,5,4,3/24/2024,135.96,6.88,Stamps.com,176
3163,3602,1,QQs-12975,2,2,3/24/2024,43.68,8.74,Stamps.com,34
3164,2965,1,QQs-12976,1,1,3/24/2024,51.29,6.69,UPS by ShipStation,48
3165,2757,1,QQs-12977,4,4,3/24/2024,183.835,11.31,FedEx,221
3166,2481,1,QQs-12978,2,2,3/25/2024,54.48,7.77,FedEx,32
3167,3227,1,QQs-12979,2,2,3/25/2024,7.99,4.47,Stamps.com,8
3168,251,1,QQs-1298,2,2,7/29/2020,18.58,3.39,Stamps.com,8
3169,3539,1,QQs-12980,1,1,3/25/2024,391.69,10.2,FedEx,384
3170,2864,1,QQs-12981,1,1,3/25/2024,28.49,6.72,UPS by ShipStation,24
3171,1038,1,QQs-12982,1,1,3/25/2024,11.79,5.15,Stamps.com,8.7
3172,3046,1,QQs-12983,1,1,3/25/2024,97.76,6.85,UPS by ShipStation,55
3173,3041,1,QQs-12984,11,1,3/25/2024,1315.49,42.29,FedEx,1248
3174,3603,1,QQs-12985,2,2,3/25/2024,108.88,10.08,FedEx,80
3175,926,1,QQs-12986,3,2,3/25/2024,73.45,6.76,UPS by ShipStation,48
3176,143,1,QQs-12987,30,2,3/25/2024,764.16,11.35,FedEx,671
3177,3604,1,QQs-12988,2,2,3/25/2024,41.78,7.77,FedEx,30
3178,3605,1,QQs-12989,5,2,3/25/2024,55.16,7.77,FedEx,48
3179,250,1,QQs-1299,2,2,7/29/2020,43.78,7.62,FedEx,28
3180,3606,1,QQs-12990,2,2,3/25/2024,12.39,5.93,Stamps.com,14
3181,3278,1,QQs-12991,1,1,3/26/2024,75.89,7.32,UPS by ShipStation,80
3182,3078,1,QQs-12992,2,2,3/26/2024,25.59,6.9,UPS by ShipStation,27
3183,540,1,QQs-12993,3,1,3/26/2024,319.17,18.12,FedEx,495
3184,3607,1,QQs-12994,1,1,3/26/2024,26.59,10.08,FedEx,20
3185,2595,1,QQs-12995,6,3,3/26/2024,60.75,6.72,UPS by ShipStation,58
3186,3018,1,QQs-12996,3,2,3/26/2024,649.96,10.2,FedEx,576
3187,2984,1,QQs-12997,1,1,3/26/2024,72.39,6.9,UPS by ShipStation,64
3188,3609,1,QQs-12998,1,1,3/26/2024,128.29,14.19,Stamps.com,232
3189,3149,1,QQs-12999,1,1,3/26/2024,56.99,6.72,UPS by ShipStation,48
3190,249,1,QQs-1300,1,1,7/29/2020,21.79,4.08,Stamps.com,11
3191,3608,1,QQs-13000,4,3,3/26/2024,214.77,19.09,FedEx,214
3192,2728,1,QQs-13001,6,6,3/26/2024,71.34,8.74,Stamps.com,40
3193,669,1,QQs-13002,1,1,3/26/2024,47.59,8.82,Stamps.com,45
3194,3610,1,QQs-13003,1,1,3/27/2024,310.09,19.09,FedEx,256
3195,2154,1,QQs-13004,3,3,3/27/2024,109.18,19.09,FedEx,128
3196,334,1,QQs-13005,1,1,3/27/2024,47.59,8.74,Stamps.com,32
3197,3571,1,QQs-13006,1,1,3/27/2024,28.49,7.77,FedEx,22
3198,3352,1,QQs-13007,3,1,3/27/2024,438.27,7.61,UPS by ShipStation,202
3199,3610,1,QQs-13008,1,1,3/27/2024,93.59,7.77,FedEx,48
3200,3120,1,QQs-13009,2,2,3/27/2024,28.94,5.52,Stamps.com,14
3201,248,1,QQs-1301,2,2,7/29/2020,177.68,20.59,FedEx,176
3202,2962,1,QQs-13010,1,1,3/28/2024,91.19,10.08,FedEx,63
3203,3611,1,QQs-13011,2,2,3/28/2024,17.05,5.27,UPS by ShipStation,14
3204,2085,1,QQs-13012,3,3,3/28/2024,282.08,21.29,FedEx,456
3205,2656,1,QQs-13013,1,1,3/28/2024,158.19,15.23,FedEx,224
3206,1561,1,QQs-13014,5,3,3/28/2024,139.21,6.88,Stamps.com,144
3207,3612,1,QQs-13015,1,1,3/28/2024,44.29,7.77,FedEx,12
3208,3613,1,QQs-13016,2,2,3/28/2024,32.29,8.5,FedEx,48
3209,981,1,QQs-13017,2,2,3/28/2024,93.99,10.08,FedEx,84
3210,3604,1,QQs-13018,1,1,3/28/2024,12.39,4.43,Stamps.com,8
3211,3614,1,QQs-13019,2,2,3/29/2024,47.69,7.08,UPS by ShipStation,52
3212,125,1,QQs-1302,2,1,7/29/2020,35.18,7.62,FedEx,20
3213,3615,1,QQs-13020,1,1,3/29/2024,18.09,4.31,Stamps.com,6
3214,1858,1,QQs-13021,7,5,3/29/2024,95.43,6.2,UPS by ShipStation,64
3215,3585,1,QQs-13022,2,1,3/29/2024,39.78,8.74,Stamps.com,32
3216,3616,1,QQs-13023,1,1,3/29/2024,89.79,10.08,FedEx,75
3217,3435,1,QQs-13024,3,3,3/29/2024,56.98,7.33,Stamps.com,80
3218,3617,1,QQs-13025,2,2,3/29/2024,193.87,0.64,Stamps.com,1
3219,3285,1,QQs-13026,1,1,3/29/2024,11.39,4.55,Stamps.com,6
3220,3618,1,QQs-13027,2,2,3/29/2024,373.89,12.03,FedEx,480
3221,1255,1,QQs-13028,1,1,3/29/2024,15.29,4.47,Stamps.com,8
3222,468,1,QQs-13029,1,1,3/29/2024,36.09,10.08,FedEx,60
3223,254,1,QQs-1303,1,1,7/30/2020,19.05,3.93,Stamps.com,9
3224,685,1,QQs-13030,6,6,3/29/2024,107.22,16,Stamps.com,112
3225,3619,1,QQs-13031,2,2,3/29/2024,47.59,8.74,Stamps.com,34
3226,1384,1,QQs-13032,2,2,3/30/2024,30.87,6.72,UPS by ShipStation,20
3227,3252,1,QQs-13033,3,3,3/30/2024,309.18,84.84,Stamps.com,426
3228,1872,1,QQs-13034,1,1,3/30/2024,24.69,8.5,Stamps.com,24
3229,3620,1,QQs-13035,3,3,3/30/2024,51.63,6.81,UPS by ShipStation,32
3230,2899,1,QQs-13036,4,4,3/30/2024,116.67,10.72,UPS by ShipStation,120
3231,2255,1,QQs-13037,6,4,3/30/2024,224.35,44.66,Stamps.com,232
3232,3555,1,QQs-13038,2,2,3/31/2024,233.68,25.53,FedEx,304
3233,2229,1,QQs-13039,2,1,4/1/2024,14.66,4.28,Stamps.com,6
3234,253,1,QQs-1304,2,2,7/30/2020,29.48,7.62,FedEx,20
3235,1898,1,QQs-13040,2,2,4/1/2024,270,19.09,FedEx,246
3236,3454,1,QQs-13041,2,2,4/1/2024,59.88,10.08,FedEx,60
3237,3593,1,QQs-13042,2,1,4/1/2024,22.78,7.77,FedEx,18
3238,1255,1,QQs-13043,1,1,4/1/2024,11.29,5.32,Stamps.com,9
3239,2531,1,QQs-13044,1,1,4/1/2024,51.29,10.08,FedEx,32
3240,544,1,QQs-13045,2,2,4/1/2024,53.38,7.77,FedEx,26
3241,3510,1,QQs-13046,3,2,4/1/2024,72.18,8.74,Stamps.com,48
3242,263,1,QQs-13047,3,3,4/1/2024,33.18,7.99,Stamps.com,19
3243,3041,1,QQs-13048,3,1,4/2/2024,833.37,20.93,FedEx,736
3244,736,1,QQs-13049,1,1,4/2/2024,136.79,10.2,FedEx,128
3245,258,1,QQs-1305,1,1,7/30/2020,52.79,6.95,FedEx,46
3246,502,1,QQs-13050,2,2,4/2/2024,139.62,12.35,FedEx,138
3247,1231,1,QQs-13051,1,1,4/2/2024,249.19,14.05,FedEx,212
3248,3246,1,QQs-13052,2,2,4/3/2024,57.88,10.08,FedEx,63
